.I,data,.B,.C,.N,.X
2216,probabl distribut valu binari tree integr equat deriv gener function binari tree valu valu reflect sort effort analysi assum uniformli distribut branch ratio therefor applic famili sort algorithm discuss hoar singleton van emden solut integr equat indic use advanc algorithm famili make minor reduct expect sort effort substanti reduc varianc sort effort statist test valu sever thousand tree contain ten zero point give first second third moment valu distribut function satisfactori agreement moment comput gener function empir test well analyt result agreement previous publish result first moment case uniform nonuniform distribut branch ratio second moment case uniform distribut branch ratio jr  binari tree sort statist analysi,1971-02-01 00:00:00,4.40 5.18 5.5,1978-02-08 09:09:00,"100,5,1-123,5,1-164,5,1-1,5,1-1,5,1-1,5,1-205,5,1-210,5,1-214,5,1-1982,5,1-398,5,1-642,5,1-669,5,1-1,6,1-1,6,1-1,6,1-1,6,1-1,6,1-1,6,1-1,6,1-1,6,1-1,6,1-1,6,1-165,6,1-196,6,1-196,6,1-1273,6,1-1883,6,1-324,6,1-43,6,1-53,6,1-91,6,1-410,6,1-3184,6,1"
2217,experi automat learn multipurpos heurist program automat learn capabl develop implement use multipl multipurpos program learn heurist tree search program present appli resolut theorem prove predic calculu multipl prove program pp use two evalu function guid search proof whether particular goal achiev thirteen gener featur predic calculu claus creat use automat learn better evalu function pp multipl regress program use produc optim coeffici linear polynomi function term featur also automat data handl routin write pass data learn program prove program analyz summar result data gener collect learn regress analysi experi pp number experi perform test effect gener learn program result show learn produc dramat improv solut problem domain use collect learn data learn also show gener success domain use data collect anoth experi demonstr learn program could simultan improv perform problem specif domain problem varieti domain variat learn program also test slagle farrell learn theorem provid heurist automat learn self modifi tree search artifici intellig problem solv adapt lisp multipl regress resolut,1971-02-01 00:00:00,3.62 3.64,1978-02-08 09:33:00,"100,5,1-123,5,1-164,5,1-1,5,1-1,5,1-1,5,1-205,5,1-210,5,1-214,5,1-1982,5,1-398,5,1-642,5,1-669,5,1-1,6,1-1,6,1-1,6,1-1,6,1-1,6,1-1,6,1-1,6,1-1,6,1-1,6,1-1,6,1-165,6,1-196,6,1-196,6,1-1273,6,1-1883,6,1-324,6,1-43,6,1-53,6,1-91,6,1-410,6,1-3184,6,1"
2218,analysi time share techniqu effect certain time share techniqu program reloc disk rotat delay minim swap volum minim investig summari data present find discuss vehicl investig simula base simul model reflect earli framework plan burrough b six thousand five hundr time share system inasmuch b six thousand five hundr system base upon use variabl size segment dynam overlay procedur data also present provid indic effect type organ time share environ design characterist oper capabl simul model also describ nielsen b six thousand five hundr bulk core usag oper system model reloc rotat delay minim simul swap volum minim system simul time share,1971-02-01 00:00:00,3.9 4.32,1978-02-08 09:40:00,"100,5,1-123,5,1-164,5,1-1,5,1-1,5,1-1,5,1-205,5,1-210,5,1-214,5,1-1982,5,1-398,5,1-642,5,1-669,5,1-1,6,1-1,6,1-1,6,1-1,6,1-1,6,1-1,6,1-1,6,1-1,6,1-1,6,1-1,6,1-165,6,1-196,6,1-196,6,1-1273,6,1-1883,6,1-324,6,1-43,6,1-53,6,1-91,6,1-410,6,1-3184,6,1"
2219,polici drive schedul time share system servic receiv process time share oper system character resourc count sum w r ij r ij number unit servic receiv process resourc w cost per unit servic class user character polici function specifi amount servic user belong class receiv function time prioriti chang dynam function differ servic promis user polici function servic actual receiv schedul swap algorithm keep resourc count process polici function provid specifi level servic overhead reduc avoid swap process receiv least level servic algorithm implement gener purpos oper system provid significantli better servic interact batch job previou schedul bernstein sharp schedul time share oper system resourc alloc swap,1971-02-01 00:00:00,4.32,1978-02-08 09:54:00,"100,5,1-123,5,1-164,5,1-1,5,1-1,5,1-1,5,1-205,5,1-210,5,1-214,5,1-1982,5,1-398,5,1-642,5,1-669,5,1-1,6,1-1,6,1-1,6,1-1,6,1-1,6,1-1,6,1-1,6,1-1,6,1-1,6,1-1,6,1-165,6,1-196,6,1-196,6,1-1273,6,1-1883,6,1-324,6,1-43,6,1-53,6,1-91,6,1-410,6,1-3184,6,1"
2220,convers limit entri decis tabl comput program propos modif pollack algorithm pollack propos algorithm convert decis tabl flowchart minim subsequ execut time compil comput program two modif algorithm propos first reli shannon noiseless code theorem commun concept entropi complet test els rule second modif complet test els rule result execut first modif modif result modif guarante global optim solut shwayder code decis tabl entropi inform theori noiseless channel sort,1971-02-01 00:00:00,3.50 5.31,1978-02-08 10:06:00,"100,5,1-123,5,1-164,5,1-1,5,1-1,5,1-1,5,1-205,5,1-210,5,1-214,5,1-1982,5,1-398,5,1-642,5,1-669,5,1-1,6,1-1,6,1-1,6,1-1,6,1-1,6,1-1,6,1-1,6,1-1,6,1-1,6,1-1,6,1-165,6,1-196,6,1-196,6,1-1273,6,1-1883,6,1-324,6,1-43,6,1-53,6,1-91,6,1-410,6,1-3184,6,1"
2221,comment convers decis tabl comput program pollack decis tabl diagnost aid system analysi busi applic,1971-01-01 00:00:00,3.50 3.59 4.19 4.29 4.49,1978-02-08 10:09:00,"100,5,1-123,5,1-164,5,1-1,5,1-1,5,1-1,5,1-205,5,1-210,5,1-214,5,1-1982,5,1-398,5,1-642,5,1-669,5,1-1,6,1-1,6,1-1,6,1-1,6,1-1,6,1-1,6,1-1,6,1-1,6,1-1,6,1-1,6,1-165,6,1-196,6,1-196,6,1-1273,6,1-1883,6,1-324,6,1-43,6,1-53,6,1-91,6,1-410,6,1-3184,6,1"
2222,comment london certif algorithm two hundr forti five redish proof algorithm debug certif metatheori sort place sort,1971-01-01 00:00:00,4.42 4.49 5.24 5.31,1978-02-08 10:19:00,"100,5,1-123,5,1-164,5,1-1,5,1-1,5,1-1,5,1-205,5,1-210,5,1-214,5,1-1982,5,1-398,5,1-642,5,1-669,5,1-1,6,1-1,6,1-1,6,1-1,6,1-1,6,1-1,6,1-1,6,1-1,6,1-1,6,1-1,6,1-165,6,1-196,6,1-196,6,1-1273,6,1-1883,6,1-324,6,1-43,6,1-53,6,1-91,6,1-410,6,1-3184,6,1"
2223,minit algorithm linear program algorithm two hundr twenti two h kolm dahlstrand linear program dual simplex method primal problem dual problem,1971-01-01 00:00:00,5.41,1978-02-08 10:22:00,"100,5,1-123,5,1-164,5,1-1,5,1-1,5,1-1,5,1-205,5,1-210,5,1-214,5,1-1982,5,1-398,5,1-642,5,1-669,5,1-1,6,1-1,6,1-1,6,1-1,6,1-1,6,1-1,6,1-1,6,1-1,6,1-1,6,1-1,6,1-165,6,1-196,6,1-196,6,1-1273,6,1-1883,6,1-324,6,1-43,6,1-53,6,1-91,6,1-410,6,1-3184,6,1"
2224,complex gamma function fourteen algorithm four hundr four jr  terrill gamma function pole gamma function stirl asymptot seri recur formula reflect formula,1971-01-01 00:00:00,5.12,1978-02-08 10:25:00,"100,5,1-123,5,1-164,5,1-1,5,1-1,5,1-1,5,1-205,5,1-210,5,1-214,5,1-1982,5,1-398,5,1-642,5,1-669,5,1-1,6,1-1,6,1-1,6,1-1,6,1-1,6,1-1,6,1-1,6,1-1,6,1-1,6,1-1,6,1-165,6,1-196,6,1-196,6,1-1273,6,1-1883,6,1-324,6,1-43,6,1-53,6,1-91,6,1-410,6,1-3184,6,1"
2225,circular integ partit one algorithm four hundr three coleman taylor partit combinator statist design experi,1971-01-01 00:00:00,5.39 5.5,1978-02-08 10:27:00,"100,5,1-123,5,1-164,5,1-1,5,1-1,5,1-1,5,1-205,5,1-210,5,1-214,5,1-1982,5,1-398,5,1-642,5,1-669,5,1-1,6,1-1,6,1-1,6,1-1,6,1-1,6,1-1,6,1-1,6,1-1,6,1-1,6,1-1,6,1-165,6,1-196,6,1-196,6,1-1273,6,1-1883,6,1-324,6,1-43,6,1-53,6,1-91,6,1-410,6,1-3184,6,1"
2226,evid analysi algorithm zero one program problem purpos note report comput experi addit recent summar gue et al two algorithm zero one linear program problem error gue paper correct util one algorithm suboptim indic proll oper research integ program zero one variabl algorithm,1971-01-01 00:00:00,5.39 5.41,1978-02-08 10:32:00,"100,5,1-123,5,1-164,5,1-1,5,1-1,5,1-1,5,1-205,5,1-210,5,1-214,5,1-1982,5,1-398,5,1-642,5,1-669,5,1-1,6,1-1,6,1-1,6,1-1,6,1-1,6,1-1,6,1-1,6,1-1,6,1-1,6,1-1,6,1-165,6,1-196,6,1-196,6,1-1273,6,1-1883,6,1-324,6,1-43,6,1-53,6,1-91,6,1-410,6,1-3184,6,1"
2227,proof program find proof give correct algorithm find first inform descript give purpos program method use systemat techniqu describ construct program proof process code way prevent intrus logic error proof termin treat separ exercis final conclus relat gener program methodolog draw hoare proof program program methodolog program document program correct theori program,1971-01-01 00:00:00,4.0 4.22 5.21 5.23 5.24,1978-02-08 10:40:00,"100,5,1-123,5,1-164,5,1-1,5,1-1,5,1-1,5,1-205,5,1-210,5,1-214,5,1-1982,5,1-398,5,1-642,5,1-669,5,1-1,6,1-1,6,1-1,6,1-1,6,1-1,6,1-1,6,1-1,6,1-1,6,1-1,6,1-1,6,1-165,6,1-196,6,1-196,6,1-1273,6,1-1883,6,1-324,6,1-43,6,1-53,6,1-91,6,1-410,6,1-3184,6,1"
2228,comment prevent system deadlock habermann method deadlock prevent discuss deadlock defin system state resourc alloc certain process possibl show schedul may introduc artifici deadlock habermann method prevent perman block situat certain process never receiv resourc request show deadlock prevent necessarili elimin perman block method prevent perman block give holt multiprogram time share schedul resourc alloc deadlock lockout deadli embrac knot,1971-01-01 00:00:00,3.72 4.32 6.20,1978-02-08 10:45:00,"100,5,1-123,5,1-164,5,1-1,5,1-1,5,1-1,5,1-205,5,1-210,5,1-214,5,1-1982,5,1-398,5,1-642,5,1-669,5,1-1,6,1-1,6,1-1,6,1-1,6,1-1,6,1-1,6,1-1,6,1-1,6,1-1,6,1-1,6,1-165,6,1-196,6,1-196,6,1-1273,6,1-1883,6,1-324,6,1-43,6,1-53,6,1-91,6,1-410,6,1-3184,6,1"
2229,construct ration neg power formal seri method describ gener fraction neg power formal seri poisson seri chebyshev seri show use three elementari oper addit subtract multipl ration posit neg power seri construct basic two approach binomi theorem iter method method describ relationship point well know classic formula obtain particular case show converg properti formula improv littl addit comput final end articl numer experi describ chebyshev seri fourier seri brucke seri expans seri invers root extract binomi theorem newton iter chebyshev seri poisson seri fourier seri,1971-01-01 00:00:00,3.11 3.15 3.21 5.0,1978-02-08 10:57:00,"100,5,1-123,5,1-164,5,1-1,5,1-1,5,1-1,5,1-205,5,1-210,5,1-214,5,1-1982,5,1-398,5,1-642,5,1-669,5,1-1,6,1-1,6,1-1,6,1-1,6,1-1,6,1-1,6,1-1,6,1-1,6,1-1,6,1-1,6,1-165,6,1-196,6,1-196,6,1-1273,6,1-1883,6,1-324,6,1-43,6,1-53,6,1-91,6,1-410,6,1-3184,6,1"
2230,languag treat geometr pattern two dimension space paper cadep problem orient languag posit geometr pattern two dimension space present although languag specif design automat gener integr circuit mask turn well suit also placement problem architectur design urban plan logic block diagram represent design criteria structur specif featur cadep illustr bracchi ferrari graphic languag problem orient languag two dimension pattern graphic display fortran extens layout problem integr circuit architectur design urban plan,1971-01-01 00:00:00,3.23 3.24 3.25 4.22,1978-02-08 11:17:00,"100,5,1-123,5,1-164,5,1-1,5,1-1,5,1-1,5,1-205,5,1-210,5,1-214,5,1-1982,5,1-398,5,1-642,5,1-669,5,1-1,6,1-1,6,1-1,6,1-1,6,1-1,6,1-1,6,1-1,6,1-1,6,1-1,6,1-1,6,1-165,6,1-196,6,1-196,6,1-1273,6,1-1883,6,1-324,6,1-43,6,1-53,6,1-91,6,1-410,6,1-3184,6,1"
2231,reconstruct binari pattern project give horizont vertic project finit binari pattern f construct origin pattern f paper give character pattern reconstruct project three algorithm develop reconstruct unambigu ambigu pattern show unambigu pattern perfectli reconstruct time x n pattern similar ambigu pattern also construct time x n n dimens pattern frame chang pattern reconstruct imag reconstruct data compress pattern recognit integr geometri,1971-01-01 00:00:00,3.63 5.30,1978-02-08 12:33:00,"100,5,1-123,5,1-164,5,1-1,5,1-1,5,1-1,5,1-205,5,1-210,5,1-214,5,1-1982,5,1-398,5,1-642,5,1-669,5,1-1,6,1-1,6,1-1,6,1-1,6,1-1,6,1-1,6,1-1,6,1-1,6,1-1,6,1-1,6,1-165,6,1-196,6,1-196,6,1-1273,6,1-1883,6,1-324,6,1-43,6,1-53,6,1-91,6,1-410,6,1-3184,6,1"
2232,pattern width give angl pattern featur width function angl possess sever possibl interpret demonstr paper review width concept pattern recognit geometr concept object work clarifi word descript make precis comput algorithm featur extract may obtain focu theoret subject matter result consist set theoret definit width angl theorem relat pattern boundari radiu vector descript altern width width calcul illustr exampl graphic tabular comparison give substanti variat width angl magnitud find princip conclus set theoret width angl use pattern featur easili comput investig inform contain part width function recommend case comput width angl difficult klinger featur extract pattern recognit figur properti pictur process integr geometri width angl extent integr project linear pattern measur width function,1971-01-01 00:00:00,3.60 3.62 3.63 5.12,1978-02-08 12:49:00,"100,5,1-123,5,1-164,5,1-1,5,1-1,5,1-1,5,1-205,5,1-210,5,1-214,5,1-1982,5,1-398,5,1-642,5,1-669,5,1-1,6,1-1,6,1-1,6,1-1,6,1-1,6,1-1,6,1-1,6,1-1,6,1-1,6,1-1,6,1-165,6,1-196,6,1-196,6,1-1273,6,1-1883,6,1-324,6,1-43,6,1-53,6,1-91,6,1-410,6,1-3184,6,1"
2233,signatur simul certain cryptograph code three cypher allegedli author thoma jefferson beal one thousand eight hundr twenti two subject intens studi one hundr year gener cryptanalyst expend untold man year thu far without success attempt tode code vast armi fortun hunter treasur seeker devot herculean labor dig roll hill virginia tri locat promis bonanza histori pertin activ would fill volum yet seriou student cryptographi alway nag doubt cypher authent alleg know solut cypher number two one hundr fifteen seventi three twenti four eight hundr eighteen thirti seven fifti two forti nine deposit counti bedford four mile buford excav vault aid unsanit version declar independ mere superb imagin grandios hoax perpetr age ago whatev reason modern comput technolog could obvious perform signatur analys process encod yield new clue deeper insight construct benefit uniniti encod method use second cypher employ specifi document whose word simpli number consecut first letter word seek random match letter word seek random match letter clear text messag sequenc number correspond match write final code primit process advantag rel secur sourc document becom know moment cypher decod even second grader work complet help univac one thousand one hundr eight includ numer analyt studi beal cypher variou type simul exampl turn entir process simul encod variou scheme machin analyz signatur synthet code also encod variou messag hand use differ text varieti method obtain signatur simul provid convinc evid signatur process data depend indic also strongli mr beal cypher real mere matter time someon find correct sourc document locat right vault common wealth virginia hammer thoma jefferson beal code cryptanalysi cypher decod declar independ encod magna carta pseudotext signatur simul,1971-01-01 00:00:00,3.42 3.63 3.65 3.71,1978-02-08 13:15:00,"100,5,1-123,5,1-164,5,1-1,5,1-1,5,1-1,5,1-205,5,1-210,5,1-214,5,1-1982,5,1-398,5,1-642,5,1-669,5,1-1,6,1-1,6,1-1,6,1-1,6,1-1,6,1-1,6,1-1,6,1-1,6,1-1,6,1-1,6,1-165,6,1-196,6,1-196,6,1-1273,6,1-1883,6,1-324,6,1-43,6,1-53,6,1-91,6,1-410,6,1-3184,6,1"
2234,root matrix pencil algorithm r four hundr five heiberger eigenvalu matrix root pencil root,1972-12-01 00:00:00,5.1 5.3,1978-01-27 08:51:00,"100,5,1-123,5,1-164,5,1-1,5,1-1,5,1-1,5,1-205,5,1-210,5,1-214,5,1-1982,5,1-398,5,1-642,5,1-669,5,1-1,6,1-1,6,1-1,6,1-1,6,1-1,6,1-1,6,1-1,6,1-1,6,1-1,6,1-1,6,1-165,6,1-196,6,1-196,6,1-1273,6,1-1883,6,1-324,6,1-43,6,1-53,6,1-91,6,1-410,6,1-3184,6,1"
2235,decis tabl translat algorithm r three hundr nineti four marshall decis tabl decis tabl translat,1972-12-01 00:00:00,4.19,1978-01-27 08:53:00,"100,5,1-123,5,1-164,5,1-1,5,1-1,5,1-1,5,1-205,5,1-210,5,1-214,5,1-1982,5,1-398,5,1-642,5,1-669,5,1-1,6,1-1,6,1-1,6,1-1,6,1-1,6,1-1,6,1-1,6,1-1,6,1-1,6,1-1,6,1-165,6,1-196,6,1-196,6,1-1273,6,1-1883,6,1-324,6,1-43,6,1-53,6,1-91,6,1-410,6,1-3184,6,1"
2236,remark characterist valu associ solut mathieu differenti equat exponenti integr system hyperbol p e algorithm r three hundr fifti two r three hundr eighti five r three hundr nineti two frisch ansi fortran standard,1972-12-01 00:00:00,4.0 4.22,1978-01-27 08:56:00,"100,5,1-123,5,1-164,5,1-1,5,1-1,5,1-1,5,1-205,5,1-210,5,1-214,5,1-1982,5,1-398,5,1-642,5,1-669,5,1-1,6,1-1,6,1-1,6,1-1,6,1-1,6,1-1,6,1-1,6,1-1,6,1-1,6,1-1,6,1-165,6,1-196,6,1-196,6,1-1273,6,1-1883,6,1-324,6,1-43,6,1-53,6,1-91,6,1-410,6,1-3184,6,1"
2237,bandsolv algorithm r one hundr nineti five schuegraf,1972-12-01 00:00:00,,1978-02-02 13:39:00,"100,5,1-123,5,1-164,5,1-1,5,1-1,5,1-1,5,1-205,5,1-210,5,1-214,5,1-1982,5,1-398,5,1-642,5,1-669,5,1-1,6,1-1,6,1-1,6,1-1,6,1-1,6,1-1,6,1-1,6,1-1,6,1-1,6,1-1,6,1-165,6,1-196,6,1-196,6,1-1273,6,1-1883,6,1-324,6,1-43,6,1-53,6,1-91,6,1-410,6,1-3184,6,1"
2238,least squar surfac fit algorithm r one hundr seventi six schuegraf,1972-12-01 00:00:00,,1978-01-27 08:59:00,"100,5,1-123,5,1-164,5,1-1,5,1-1,5,1-1,5,1-205,5,1-210,5,1-214,5,1-1982,5,1-398,5,1-642,5,1-669,5,1-1,6,1-1,6,1-1,6,1-1,6,1-1,6,1-1,6,1-1,6,1-1,6,1-1,6,1-1,6,1-165,6,1-196,6,1-196,6,1-1273,6,1-1883,6,1-324,6,1-43,6,1-53,6,1-91,6,1-410,6,1-3184,6,1"
2239,squank algorithm c three hundr seventi nine hallet mund numer integr integr rule adapt integr automat integr simpson rule numer quadratur quadratur rule adapt quadratur automat quadratur round error control,1972-12-01 00:00:00,5.16,1978-01-27 09:01:00,"100,5,1-123,5,1-164,5,1-1,5,1-1,5,1-1,5,1-205,5,1-210,5,1-214,5,1-1982,5,1-398,5,1-642,5,1-669,5,1-1,6,1-1,6,1-1,6,1-1,6,1-1,6,1-1,6,1-1,6,1-1,6,1-1,6,1-1,6,1-165,6,1-196,6,1-196,6,1-1273,6,1-1883,6,1-324,6,1-43,6,1-53,6,1-91,6,1-410,6,1-3184,6,1"
